ES0000000000000413CC,116
ES0000000000000608CCPF,78
ES0000000000000617CCPF,94
ES0000000000000796CCPF,80
ES0000000000001024CCPF,114
ES0000000000001236CCPF,85
ES0000000000001321CCPF,54
ES0000000000001407CCPF,50
ES0000000000001427CCPF,96
ES0000000000001483CCPF,97
ES0000000000001502CCPF,66
ES0000000000001715CCPF,87
ES0000000000001754CCPF,52
ES0000000000001765CCPF,76
ES0000000000001810CCPF,83
ES0000000000001871CCPF,57
ES0000000000001872CCPF,61
ES0000000000001907CCPF,65
ES0000000000002025CCPF,51
ES0000000000002029CCPF,93
ES0000000000002047CCPF,93
ES0000000000002089CCPF,119
ES0000000000002176CCPF,60
ES0000000000002221CCPF,51
ES0000000000002264CCPF,69
ES0000000000002330CCPF,57
ES0000000000002368CCPF,63
ES0000000000002369CCPF,84
ES0000000000002419CCPF,116
ES0000000000002487CCPF,60
ES0000000000002523CCPF,80
ES0000000000002535CCPF,115
ES0000000000002607CCPF,99
ES0000000000002632CCPF,93
ES0000000000002728CCPF,95
ES0000000000002945CCPF,102
ES0000000000002960CCPF,107
ES0000000000003004CCPF,72
ES0000000000003144CCPF,80
ES0000000000003268CCPF,59
ES0000000000003289CCPF,75
ES0000000000003348CCPF,115
ES0000000000003370CCPF,56
ES0000000000003409CCPF,70
ES0000000000003430CCPF,91
ES0000000000003500CCPF,111
ES0000000000003517CCPF,54
ES0000000000003540CCPF,58
ES0000000000003582CCPF,99
ES0000000000003624CCPF,115
ES0000000000003656CCPF,110
ES0000000000003657CCPF,101
ES0000000000003714CCPF,74
ES0000000000003741CCPF,76
ES0000000000003822CCPF,94
ES0000000000003889CCPF,87
ES0000000000003960CCPF,54
ES0000000000003981CCPF,82
ES0000000000004013CCPF,105
ES0000000000004135CCPF,93
ES0000000000004219CCPF,100
ES0000000000004231CCPF,106
ES0000000000004237CCPF,114
ES0000000000004297CCPF,113
ES0000000000004349CCPF,112
ES0000000000004408CCPF,96
ES0000000000004442CCPF,54
ES0000000000004533CCPF,96
ES0000000000004565CCPF,61
ES0000000000004566CCPF,77
ES0000000000004593CCPF,84
ES0000000000004639CCPF,56
ES0000000000004695CCPF,99
ES0000000000004752CCPF,50
ES0000000000004774CCPF,95
ES0000000000004784CCPF,88
ES0000000000004866CCPF,114
ES0000000000004889CCPF,94
ES0000000000005100CCPF,77
ES0000000000005180CCPF,101
ES0000000000005189CCPF,69
ES0000000000005194CCPF,94
ES0000000000005203CCPF,72
ES0000000000005275CCPF,116
ES0000000000005408CCPF,85
ES0000000000005433CCPF,62
ES0000000000005517CCPF,75
ES0000000000005585CCPF,78
ES0000000000005619CCPF,77
ES0000000000005700CCPF,75
ES0000000000005777CCPF,103
ES0000000000005815CCPF,70
ES0000000000005844CCPF,80
ES0000000000005860CCPF,110
ES0000000000005994CCPF,106
ES0000000000005998CCPF,85
ES0000000000006008CCPF,87
ES0000000000006253CCPF,104
ES0000000000006300CCPF,97
ES0000000000006306CCPF,104
ES0000000000006341CCPF,63
ES0000000000006355CCPF,82
ES0000000000006410CCPF,112
ES0000000000006457CCPF,103
ES0000000000006516CCPF,87
ES0000000000006517CCPF,94
ES0000000000006595CCPF,77
ES0000000000006624CCPF,71
ES0000000000006641CCPF,75
ES0000000000006690CCPF,83
ES0000000000006751CCPF,57
ES0000000000006754CCPF,68
ES0000000000006813CCPF,76
ES0000000000006830CCPF,65
ES0000000000006909CC,91
ES0000000000006921CC,113
ES0022000006045346GJ1P,61
ES0022000008485886QT1P,98
