CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000002089CCPF;01/09/2022;1;0,215;R
ES0000000000002089CCPF;01/09/2022;2;0,222;R
ES0000000000002089CCPF;01/09/2022;3;0,187;R
ES0000000000002089CCPF;01/09/2022;4;0,176;R
ES0000000000002089CCPF;01/09/2022;5;0,177;R
ES0000000000002089CCPF;01/09/2022;6;0,133;R
ES0000000000002089CCPF;01/09/2022;7;0,111;R
ES0000000000002089CCPF;01/09/2022;8;0,159;R
ES0000000000002089CCPF;01/09/2022;9;0,156;R
ES0000000000002089CCPF;01/09/2022;10;0,176;R
ES0000000000002089CCPF;01/09/2022;11;0,344;R
ES0000000000002089CCPF;01/09/2022;12;0,511;R
ES0000000000002089CCPF;01/09/2022;13;0,826;R
ES0000000000002089CCPF;01/09/2022;14;0,288;R
ES0000000000002089CCPF;01/09/2022;15;1,115;R
ES0000000000002089CCPF;01/09/2022;16;0,594;R
ES0000000000002089CCPF;01/09/2022;17;0,745;R
ES0000000000002089CCPF;01/09/2022;18;0,238;R
ES0000000000002089CCPF;01/09/2022;19;0,287;R
ES0000000000002089CCPF;01/09/2022;20;0,226;R
ES0000000000002089CCPF;01/09/2022;21;0,15;R
ES0000000000002089CCPF;01/09/2022;22;0,351;R
ES0000000000002089CCPF;01/09/2022;23;0,35;R
ES0000000000002089CCPF;02/09/2022;0;0,269;R
ES0000000000002089CCPF;02/09/2022;1;0,29;R
ES0000000000002089CCPF;02/09/2022;2;0,275;R
ES0000000000002089CCPF;02/09/2022;3;0,238;R
ES0000000000002089CCPF;02/09/2022;4;0,176;R
ES0000000000002089CCPF;02/09/2022;5;0,176;R
ES0000000000002089CCPF;02/09/2022;6;0,176;R
ES0000000000002089CCPF;02/09/2022;7;0,173;R
ES0000000000002089CCPF;02/09/2022;8;0,172;R
ES0000000000002089CCPF;02/09/2022;9;0,156;R
ES0000000000002089CCPF;02/09/2022;10;0,193;R
ES0000000000002089CCPF;02/09/2022;11;0,495;R
ES0000000000002089CCPF;02/09/2022;12;0,301;R
ES0000000000002089CCPF;02/09/2022;13;0,927;R
ES0000000000002089CCPF;02/09/2022;14;1,084;R
ES0000000000002089CCPF;02/09/2022;15;0,645;R
ES0000000000002089CCPF;02/09/2022;16;0,748;R
ES0000000000002089CCPF;02/09/2022;17;0,74;R
ES0000000000002089CCPF;02/09/2022;18;0,312;R
ES0000000000002089CCPF;02/09/2022;19;0,458;R
ES0000000000002089CCPF;02/09/2022;20;0,133;R
ES0000000000002089CCPF;02/09/2022;21;0,13;R
ES0000000000002089CCPF;02/09/2022;22;1,023;R
ES0000000000002089CCPF;02/09/2022;23;0,252;R
ES0000000000002089CCPF;03/09/2022;0;0,21;R
ES0000000000002089CCPF;03/09/2022;1;0,21;R
ES0000000000002089CCPF;03/09/2022;2;0,238;R
ES0000000000002089CCPF;03/09/2022;3;0,223;R
ES0000000000002089CCPF;03/09/2022;4;0,203;R
ES0000000000002089CCPF;03/09/2022;5;0,169;R
ES0000000000002089CCPF;03/09/2022;6;0,133;R
ES0000000000002089CCPF;03/09/2022;7;0,166;R
ES0000000000002089CCPF;03/09/2022;8;0,186;R
ES0000000000002089CCPF;03/09/2022;9;0,186;R
ES0000000000002089CCPF;03/09/2022;10;0,195;R
ES0000000000002089CCPF;03/09/2022;11;0,225;R
ES0000000000002089CCPF;03/09/2022;12;0,22;R
ES0000000000002089CCPF;03/09/2022;13;0,507;R
ES0000000000002089CCPF;03/09/2022;14;0,901;R
ES0000000000002089CCPF;03/09/2022;15;1,421;R
ES0000000000002089CCPF;03/09/2022;16;0,313;R
ES0000000000002089CCPF;03/09/2022;17;0,37;R
ES0000000000002089CCPF;03/09/2022;18;0,311;R
ES0000000000002089CCPF;03/09/2022;19;0,25;R
ES0000000000002089CCPF;03/09/2022;20;0,146;R
ES0000000000002089CCPF;03/09/2022;21;0,144;R
ES0000000000002089CCPF;03/09/2022;22;0,08;R
ES0000000000002089CCPF;03/09/2022;23;0,127;R
ES0000000000002089CCPF;04/09/2022;0;0,239;R
ES0000000000002089CCPF;04/09/2022;1;0,218;R
ES0000000000002089CCPF;04/09/2022;2;0,189;R
ES0000000000002089CCPF;04/09/2022;3;0,16;R
ES0000000000002089CCPF;04/09/2022;4;0,174;R
ES0000000000002089CCPF;04/09/2022;5;0,124;R
ES0000000000002089CCPF;04/09/2022;6;0,136;R
ES0000000000002089CCPF;04/09/2022;7;0,125;R
ES0000000000002089CCPF;04/09/2022;8;0,064;R
ES0000000000002089CCPF;04/09/2022;9;0,076;R
ES0000000000002089CCPF;04/09/2022;10;0,154;R
ES0000000000002089CCPF;04/09/2022;11;0,175;R
ES0000000000002089CCPF;04/09/2022;12;0,138;R
ES0000000000002089CCPF;04/09/2022;13;0,969;R
ES0000000000002089CCPF;04/09/2022;14;0,569;R
ES0000000000002089CCPF;04/09/2022;15;0,474;R
ES0000000000002089CCPF;04/09/2022;16;1,388;R
ES0000000000002089CCPF;04/09/2022;17;0,486;R
ES0000000000002089CCPF;04/09/2022;18;0,275;R
ES0000000000002089CCPF;04/09/2022;19;0,184;R
ES0000000000002089CCPF;04/09/2022;20;0,138;R
ES0000000000002089CCPF;04/09/2022;21;0,235;R
