CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000001321CCPF;01/09/2022;1;0,191;R
ES0000000000001321CCPF;01/09/2022;2;0,193;R
ES0000000000001321CCPF;01/09/2022;3;0,203;R
ES0000000000001321CCPF;01/09/2022;4;0,185;R
ES0000000000001321CCPF;01/09/2022;5;0,151;R
ES0000000000001321CCPF;01/09/2022;6;0,178;R
ES0000000000001321CCPF;01/09/2022;7;0,133;R
ES0000000000001321CCPF;01/09/2022;8;0,115;R
ES0000000000001321CCPF;01/09/2022;9;0,096;R
ES0000000000001321CCPF;01/09/2022;10;0,096;R
ES0000000000001321CCPF;01/09/2022;11;0,118;R
ES0000000000001321CCPF;01/09/2022;12;0,11;R
ES0000000000001321CCPF;01/09/2022;13;0,112;R
ES0000000000001321CCPF;01/09/2022;14;0,128;R
ES0000000000001321CCPF;01/09/2022;15;0,071;R
ES0000000000001321CCPF;01/09/2022;16;0,084;R
ES0000000000001321CCPF;01/09/2022;17;0,083;R
ES0000000000001321CCPF;01/09/2022;18;0,086;R
ES0000000000001321CCPF;01/09/2022;19;0,161;R
ES0000000000001321CCPF;01/09/2022;20;0,152;R
ES0000000000001321CCPF;01/09/2022;21;0,087;R
ES0000000000001321CCPF;01/09/2022;22;0,089;R
ES0000000000001321CCPF;01/09/2022;23;0,08;R
ES0000000000001321CCPF;02/09/2022;0;0,082;R
ES0000000000001321CCPF;02/09/2022;1;0,082;R
ES0000000000001321CCPF;02/09/2022;2;0,136;R
ES0000000000001321CCPF;02/09/2022;3;0,082;R
ES0000000000001321CCPF;02/09/2022;4;0,083;R
ES0000000000001321CCPF;02/09/2022;5;0,079;R
ES0000000000001321CCPF;02/09/2022;6;0,075;R
ES0000000000001321CCPF;02/09/2022;7;0,073;R
ES0000000000001321CCPF;02/09/2022;8;0,071;R
ES0000000000001321CCPF;02/09/2022;9;0,07;R
ES0000000000001321CCPF;02/09/2022;10;0,07;R
ES0000000000001321CCPF;02/09/2022;11;0,339;R
ES0000000000001321CCPF;02/09/2022;12;0,101;R
ES0000000000001321CCPF;02/09/2022;13;0,076;R
ES0000000000001321CCPF;02/09/2022;14;0,086;R
ES0000000000001321CCPF;02/09/2022;15;0,078;R
ES0000000000001321CCPF;02/09/2022;16;0,074;R
ES0000000000001321CCPF;02/09/2022;17;0,09;R
ES0000000000001321CCPF;02/09/2022;18;0,082;R
ES0000000000001321CCPF;02/09/2022;19;0,105;R
ES0000000000001321CCPF;02/09/2022;20;0,102;R
ES0000000000001321CCPF;02/09/2022;21;0,177;R
ES0000000000001321CCPF;02/09/2022;22;0,258;R
ES0000000000001321CCPF;02/09/2022;23;0,118;R
ES0000000000001321CCPF;03/09/2022;0;0,116;R
ES0000000000001321CCPF;03/09/2022;1;0,101;R
ES0000000000001321CCPF;03/09/2022;2;0,153;R
ES0000000000001321CCPF;03/09/2022;3;0,154;R
ES0000000000001321CCPF;03/09/2022;4;0,141;R
ES0000000000001321CCPF;03/09/2022;5;0,132;R
