CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000006921CC;01/09/22;1;0,181;R
ES0000000000006921CC;01/09/22;2;0,153;R
ES0000000000006921CC;01/09/22;3;0,108;R
ES0000000000006921CC;01/09/22;4;0,088;R
ES0000000000006921CC;01/09/22;5;0,107;R
ES0000000000006921CC;01/09/22;6;0,1;R
ES0000000000006921CC;01/09/22;7;0,12;R
ES0000000000006921CC;01/09/22;8;0,075;R
ES0000000000006921CC;01/09/22;9;0,097;R
ES0000000000006921CC;01/09/22;10;0,156;R
ES0000000000006921CC;01/09/22;11;0,335;R
ES0000000000006921CC;01/09/22;12;0,132;R
ES0000000000006921CC;01/09/22;13;0,505;R
ES0000000000006921CC;01/09/22;14;0,706;R
ES0000000000006921CC;01/09/22;15;0,461;R
ES0000000000006921CC;01/09/22;16;0,242;R
ES0000000000006921CC;01/09/22;17;0,188;R
ES0000000000006921CC;01/09/22;18;0,184;R
ES0000000000006921CC;01/09/22;19;0,224;R
ES0000000000006921CC;01/09/22;20;0,254;R
ES0000000000006921CC;01/09/22;21;0,178;R
ES0000000000006921CC;01/09/22;22;0,205;R
ES0000000000006921CC;01/09/22;23;0,173;R
ES0000000000006921CC;02/09/22;0;0,209;R
ES0000000000006921CC;02/09/22;1;0,16;R
ES0000000000006921CC;02/09/22;2;0,135;R
ES0000000000006921CC;02/09/22;3;0,108;R
ES0000000000006921CC;02/09/22;4;0,125;R
ES0000000000006921CC;02/09/22;5;0,127;R
ES0000000000006921CC;02/09/22;6;0,118;R
ES0000000000006921CC;02/09/22;7;0,12;R
ES0000000000006921CC;02/09/22;8;0,105;R
ES0000000000006921CC;02/09/22;9;0,099;R
ES0000000000006921CC;02/09/22;10;0,231;R
ES0000000000006921CC;02/09/22;11;0,279;R
ES0000000000006921CC;02/09/22;12;0,199;R
ES0000000000006921CC;02/09/22;13;0,151;R
ES0000000000006921CC;02/09/22;14;0,234;R
ES0000000000006921CC;02/09/22;15;0,211;R
ES0000000000006921CC;02/09/22;16;0,192;R
ES0000000000006921CC;02/09/22;17;0,164;R
ES0000000000006921CC;02/09/22;18;0,198;R
ES0000000000006921CC;02/09/22;19;0,235;R
ES0000000000006921CC;02/09/22;20;0,214;R
ES0000000000006921CC;02/09/22;21;0,147;R
ES0000000000006921CC;02/09/22;22;0,236;R
ES0000000000006921CC;02/09/22;23;0,205;R
ES0000000000006921CC;03/09/22;0;0,182;R
ES0000000000006921CC;03/09/22;1;0,119;R
ES0000000000006921CC;03/09/22;2;0,102;R
ES0000000000006921CC;03/09/22;3;0,096;R
ES0000000000006921CC;03/09/22;4;0,099;R
ES0000000000006921CC;03/09/22;5;0,1;R
ES0000000000006921CC;03/09/22;6;0,086;R
ES0000000000006921CC;03/09/22;7;0,101;R
ES0000000000006921CC;03/09/22;8;0,085;R
ES0000000000006921CC;03/09/22;9;0,11;R
ES0000000000006921CC;03/09/22;10;0,186;R
ES0000000000006921CC;03/09/22;11;0,244;R
ES0000000000006921CC;03/09/22;12;0,307;R
ES0000000000006921CC;03/09/22;13;0,565;R
ES0000000000006921CC;03/09/22;14;0,406;R
ES0000000000006921CC;03/09/22;15;0,162;R
ES0000000000006921CC;03/09/22;16;0,711;R
ES0000000000006921CC;03/09/22;17;0,395;R
ES0000000000006921CC;03/09/22;18;0,139;R
ES0000000000006921CC;03/09/22;19;0,133;R
ES0000000000006921CC;03/09/22;20;0,21;R
ES0000000000006921CC;03/09/22;21;0,196;R
ES0000000000006921CC;03/09/22;22;0,183;R
ES0000000000006921CC;03/09/22;23;0,201;R
ES0000000000006921CC;04/09/22;0;0,228;R
ES0000000000006921CC;04/09/22;1;0,18;R
ES0000000000006921CC;04/09/22;2;0,124;R
ES0000000000006921CC;04/09/22;3;0,094;R
ES0000000000006921CC;04/09/22;4;0,109;R
ES0000000000006921CC;04/09/22;5;0,117;R
ES0000000000006921CC;04/09/22;6;0,077;R
ES0000000000006921CC;04/09/22;7;0,111;R
ES0000000000006921CC;04/09/22;8;0,105;R
ES0000000000006921CC;04/09/22;9;0,1;R
ES0000000000006921CC;04/09/22;10;0,163;R
ES0000000000006921CC;04/09/22;11;0,265;R
ES0000000000006921CC;04/09/22;12;0,119;R
ES0000000000006921CC;04/09/22;13;0,156;R
ES0000000000006921CC;04/09/22;14;0,344;R
ES0000000000006921CC;04/09/22;15;0,831;R
ES0000000000006921CC;04/09/22;16;0,18;R
ES0000000000006921CC;04/09/22;17;0,173;R
ES0000000000006921CC;04/09/22;18;0,149;R
ES0000000000006921CC;04/09/22;19;0,151;R
ES0000000000006921CC;04/09/22;20;0,122;R
ES0000000000006921CC;04/09/22;21;0,257;R
ES0000000000006921CC;04/09/22;22;0,2;R
ES0000000000006921CC;04/09/22;23;0,156;R
ES0000000000006921CC;05/09/22;0;0,179;R
ES0000000000006921CC;05/09/22;1;0,189;R
